job_title,company_name,apply_link,google_job_link,job_description
Backend Engineer (Python / Django),Sastaticket.pk,https://pk.linkedin.com/jobs/view/backend-engineer-python-django-at-sastaticket-pk-4151869210?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3DnvGyjHduFvX2tJLHAAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job description
As a Python/Django developer, you will get an opportunity to work on web applications used by millions of users every day. You will be working with a highly skilled team of other developers who love to design, write, test, and maintain high-quality code.

Responsibilities
• Effectively communicate with a technical development team.
• Work efficiently to accomplish assigned tasks within an appropri..."
Django Developer with Open edX Expertise,"Al-Nafi E-Learning Private Limited, Karachi.",https://pk.indeed.com/viewjob?jk=8abc53841c16ff90&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3Ddb6nnhIWW-DQAYSuAAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job descriptionAs a Python/Django developer, you will get an opportunity to work on web applications used by millions of users every day. You will be working with a highly skilled team of other developers who love to design, write, test, and maintain high-quality code.Responsibilities• Effectively communicate with a technical development team.• Work efficiently to accomplish assigned tasks within an appropri...ate and aggressively estimated turnaround time with a high level of quality.• Document all new development and code change for developers (technical documentation) as well as clients (functional documentation).• Provide assistance to the development team with tasks that belong to servers and Web products.• Conduct load testing and code optimizations to improve application performance and throughput.• Maintain and enhance the code used to build and deploy management.Qualification & Experience• BS in Computer Science or similar degree• 3+ Years in Python (Django)Must have requirements• Experience working with the following technologies: Python, AWS, Django REST Framework, Django-CMS, Flask.• Practical RDBMS experience (preferably PostgreSQL). Solid SQL knowledge and ability to design effective data storage for the task at hand, query performance optimization skills.• Linux-based development experience.• Experience with performance optimization, scaling, event analytics.• Write and maintain functional and unit tests for automated testing and deployment.Nice to have requirement• Knowledge of fabric scripts for deployment on Linux instances.• Experience on AWS or other cloud-based infrastructure providers.• Experience with caching and key-value store storage services.• Extensive experience with JavaScript (especially jQuery) and Ajax.• Experience with any templating engine with HTML and CSS.• Experience with modern Social APIs for login, email, analytics, etc.• Experience of working on agile/scrum based environment.We offer:• Market Competitive Salary.• Medical (Immediate Family).• ESOP Plan for permanent employees.• GratuityLocation: Karachi (On-Site)"
Django Web Application Developer,Job Portal - dinCloud Pakistan,https://pk.trabajo.org/job-3166-c4fad2182f7c5bb7baa88c457dc6c916?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3D0Lwv57IWwpOk_F98AAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job descriptionJob Description:Django Developer with Open edX ExpertisePosition Title: Django Developer (Open edX Specialist)Location: KarachiEmployment Type: [Full-time/Part-time/Contract]Experience Level: 1+ years of Open edX experienceApply Now: hr@alnafi.edu.pkAbout the RoleWe are seeking a skilled Django Developer with at least 1 year of expertise in Open edX to join our dynamic team. The id...eal candidate will be responsible for developing, customizing, and maintaining Open edX platforms to deliver world-class learning experiences. If you are passionate about EdTech and have a strong background in Django development, this is an excellent opportunity to make an impact.Key Responsibilities● Open edX Development: Customize and extend Open edX platforms, including its core components (LMS, CMS/Studio). ● Integration & APIs: Design and implement integrations with third-party tools, APIs, and services to enhance platform functionality. ● Backend Development: Develop scalable, efficient backend solutions using Django, Python, and related technologies. ● Theming & Branding: Customize Open edX themes to align with client branding requirements. ● Deployment & Maintenance: Deploy Open edX instances on cloud platforms (AWS, Azure, GCP) or on-premises environments and provide ongoing support. ● Bug Fixing & Performance Optimization: Diagnose and resolve issues, optimize the platform for better performance. ● Collaboration: Work closely with product managers, instructional designers, and other developers to implement solutions tailored to business needs. ● Documentation: Maintain clear and comprehensive documentation of code, processes, and workflows.Required Qualifications● Experience: Minimum 1 years of hands-on experience working with Open edX. ● Technical Skills:○ Proficiency in Django, Python, and RESTful API development. ○ Solid understanding of the Open edX architecture and key components (LMS, CMS). ○ Experience with database systems like MySQL, PostgreSQL. ○ Familiarity with frontend technologies (HTML, CSS, JavaScript, Bootstrap, React/Angular is a plus). ○ Knowledge of containerization tools like Docker and orchestration platforms like Kubernetes. ○ Familiarity with deploying and managing Open edX platforms on cloud services. ● Problem-Solving: Strong analytical and debugging skills. ● Version Control: Proficiency in Git and version control workflows. ● Communication: Excellent written and verbal communication skills.Preferred Qualifications● Familiarity with Open edX plugins, XBlocks development, and microservices. ● Understanding of SCORM and LTI standards for course content. ● Experience with CI/CD pipelines and automated testing.What We Offer ●Competitive salary and benefits. ● Opportunities to work on impactful EdTech projects. ● Professional development and training programs. ● Supportive and innovative team culture.Apply with full confidence: hr@alnafi.edu.pkJob Type: Full-timeWork Location: In personApplication Deadline: 31/01/2025Expected Start Date: 05/02/2025"
Django Framework Software Developer,Job Portal - dinCloud Pakistan,https://pk.trabajo.org/job-3166-4dffab0f1fabda9c2ac8cebac8755455?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3DV5eSd8LGUnoL1LfnAAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job descriptionJob Portal - dinCloud Pakistan is seeking an experienced Django Developer to join our team. This remote position requires collaboration with colleagues.Job DescriptionWe are looking for a skilled developer who will play a pivotal role in designing, developing, and maintaining web applications using the Django framework.The ideal candidate will be responsible for working closely with a talente...d team to create new features, address issues, and enhance performance.This full-time commitment involves dedication to ECOM projects, ensuring focus remains on our initiatives.Key Responsibilities:• Design and develop web applications utilizing Django and Python.• Craft clean, efficient, and sustainable codebase.• Integrate new features into existing applications.• Identify and resolve technical issues promptly.• Enhance application performance and scalability.• Collaborate with cross-functional teams to align applications with business and user needs.• Maintain and update existing codebase.• Ensure adherence to security and data protection standards.• Stay updated on the latest web development technologies and methodologies.Requirements:• Full-time commitment.• Bachelor's degree required.• Minimum 2 years of experience in Django development."
Django Framework Specialist for Pakistan Office,Job Portal - dinCloud Pakistan,https://pk.trabajo.org/job-3166-88b6ad2588189d3c260c1335078eca22?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3DG6s-zFptbXMA3wcAAAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job descriptionWe're looking for a highly skilled Django Developer to be part of our dynamic team at Job Portal - dinCloud Pakistan.DescriptionThe successful candidate will be responsible for designing, developing, and maintaining web applications using the Django framework.This position demands a strong grasp of Python programming language and database management skills.Key Responsibilities:• Design and... develop web applications utilizing Django and Python.• Craft clean, efficient, and sustainable codebase.• Integrate new features into existing applications.• Identify and resolve technical issues promptly.• Enhance application performance and scalability.• Collaborate with cross-functional teams to align applications with business and user needs.• Maintain and update existing codebase.• Ensure adherence to security and data protection standards.• Stay updated on the latest web development technologies and methodologies.Qualifications:• Proficiency in Django web framework.• Strong grasp of Python programming language.• Familiarity with database management and SQL.• Ability to write clear, efficient, and maintainable code.• Excellent communication and teamwork skills.• Capacity to quickly adapt to new technologies."
Sr. Python Django Developer,AliTech Solutions,https://www.itjobsinpakistan.com/jobs/view/sr-python-django-developer-1?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3DLcwuDvIzNjVPhZomAAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job descriptionJob DescriptionECOM Specialist LLC is hiring a skilled Django Framework Specialist to join our Pakistan office. As a remote position, you will collaborate with US-based colleagues, working hours from 6:30 pm to 3:30 am Pakistan Standard Time. The successful candidate will play a pivotal role in designing, developing, and maintaining web applications using the Django framework.Responsibilities i...nclude creating new features, addressing issues, and enhancing performance, as well as collaborating with cross-functional teams to align applications with business and user needs.Requirements:• Minimum 2 years of experience in Django development.• Proficiency in Django web framework.• Strong grasp of Python programming language.• Ability to write clear, efficient, and maintainable code."
Senior Python Developer for Remote Collaboration - Karachi Division - ECOM Specialist LLC,Job Portal - dinCloud Pakistan,https://pk.jooble.org/jdp/7511031760088535016?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3DKfUXvKXoRHcYmAQJAAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job description3-5+ years of experience in Web, App and Software developmentModern App & Web development and understanding of modern UI & UXStrong proficiency in Python & JavaScriptThorough understanding of Django and its core principles is a mustFull working proficiency with RESTful APIs, Django Rest Framework is a mustFull working proficiency with Testing toolsKnowledge of modern authorization mechanisms..., such as JSON Web TokenFamiliarity with modern front-end build pipelines and toolsExperience with common front-end development tools.Ability to understand business requirements and translate them into technical requirementsBenchmarking and optimizationFull-time availabilityUnderstanding of RESTful APIs,HTML/CSS, code versioning tools like GIT, etc. popular frontend development tools, desirable CI/CD tools, DevOpsFamiliarity with GraphQL and GitLab is a plusKnowledge of K8S, Kubernetes, Docker, Redis, Celary is nice to haveAWS, OCI, GCP is highly desirableQualificationsPlease share your current and expected salary?What is your notice period duration?It's an onsite opportunity and our office is in Jamshoro, Residence will be provided. Remote acceptable on certain requirements."
Django Framework Specialist,BariTechSol,https://pk.trabajo.org/job-3166-423f83f93bf6cd80233a6454cb4d9acd?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3DLSgbzn65k00IJIr5AAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job descriptionSenior Python Developer for Remote Collaboration - Karachi Division - ECOM Specialist LLC2 days agoTechnology / InternetJob title: Experienced Django DeveloperDescriptionCompany OverviewECOM Specialist LLC, a leading IBM & SAP Business Partner headquartered in Dallas, USA, is seeking a skilled Django Developer to join our team. As a remote position, you will collaborate with both US and ...Pakistan-based colleagues, working hours from 6:30 pm to 3:30 am Pakistan Standard Time.Job DescriptionThe successful candidate will play a pivotal role in designing, developing, and maintaining web applications using the Django framework. Responsibilities include working closely with a talented team to create new features, address issues, and enhance performance.Key Responsibilities:• Design and develop web applications utilizing Django and Python.• Craft clean, efficient, and sustainable codebase.• Integrate new features into existing applications.• Identify and resolve technical issues promptly.• Enhance application performance and scalability.• Collaborate with cross-functional teams to align applications with business and user needs.• Maintain and update existing codebase.• Ensure adherence to security and data protection standards.• Stay updated on the latest web development technologies and methodologies.Required Skills and QualificationsThe ideal candidate will possess:• Proficiency in Django web framework.• Strong grasp of Python programming language.• Familiarity with database management and SQL.• Ability to write clear, efficient, and maintainable code.• Excellent communication and teamwork skills.• Capacity to quickly adapt to new technologies.This is a full-time commitment. A Bachelor's degree is required, and minimum 2 years of experience in Django development is preferred. If you're passionate about Django development, possess strong programming skills, and thrive in a collaborative environment, we encourage you to apply.#J-18808-Ljbffr"
Senior Django Professional Needed,Job Portal - dinCloud Pakistan,https://pk.trabajo.org/job-3166-0f2f6b0bbbef83ce56a593f8223546c8?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3DrrWs7P6LkPMNuR05AAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job descriptionDjango Framework Specialist WantedWe are looking for a highly skilled and experienced Django Framework Specialist to join our team at BariTechSol. In this role, you will be responsible for designing, developing, and maintaining web applications using Python and Django.Main Responsibilities:• Design and develop scalable and efficient web applications using Python and Django.• Collaborate with... cross-functional teams to design, develop, and launch new features.• Write clean, maintainable, and efficient code that meets high standards of quality.• Identify and address performance bottlenecks to ensure optimal application performance.• Troubleshoot and debug applications to resolve technical issues.• Write unit and integration tests to ensure code quality and reliability.• Participate in code reviews to maintain high standards of code quality.• Stay up-to-date with emerging trends and technologies in software development to continuously improve skills and knowledge.What You Will Do:• You will be working on challenging projects and contributing to the growth and success of the company.• You will have the opportunity to work with a talented team of professionals who share your passion for technology and innovation.• You will receive a competitive salary and benefits package."
Senior Full-Stack Python Engineer,Job Portal - dinCloud Pakistan,https://pk.trabajo.org/job-3166-2a040a27f14f2852b43c0563d648605d?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://www.google.com/search?q=%22django%20developer%22%2C%20%22karachi%22&udm=8&jbr=sep:0#vhid=vt%3D20/docid%3D8GczY_Pa1yLtUXQ0AAAAAA%3D%3D&vssid=jobs-detail-viewer,"Job descriptionJob Portal - dinCloud Pakistan seeks a seasoned Senior Django Professional to join our team of experts in web development.Responsibilities• Design and develop web applications using Django and Python.• Craft clean, efficient, and sustainable codebase.• Integrate new features into existing applications.• Identify and resolve technical issues promptly.• Enhance application performance and scal...ability.• Collaborate with cross-functional teams to align applications with business and user needs.• Maintain and update existing codebase.• Ensure adherence to security and data protection standards.• Stay updated on the latest web development technologies and methodologies.Requirements include a Bachelor's degree and at least 2 years of experience in Django development."
